Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Yrs_since_inception,Outlet_Size,Outlet_Location_Type,Outlet_Type,sales
10.895,Regular,0.05432142,Frozen Foods,146.2102,OUT010,18,Medium,Tier 3,Grocery Store,437.4306
17.6,Low Fat,0.049144165,Snack Foods,112.7176,OUT049,17,Medium,Tier 1,Supermarket Type1,1717.764
11.65,Low Fat,0.040577878,Fruits and Vegetables,188.224,OUT049,17,Medium,Tier 1,Supermarket Type1,1304.968
19.1,Low Fat,0.067400032,Household,41.9796,OUT049,17,Medium,Tier 1,Supermarket Type1,784.3124
17.2,Regular,0.012036432,Canned,165.7184,OUT045,14,Medium,Tier 2,Supermarket Type1,1816.3024
16.5,Low Fat,0.073977473,Canned,206.8638,OUT045,14,Medium,Tier 2,Supermarket Type1,2070.638
15.6,Low Fat,0.143396175,Breakfast,128.0994,OUT045,14,Medium,Tier 2,Supermarket Type1,2184.4898
9,Low Fat,0.03201648,Household,99.6016,OUT035,12,Small,Tier 2,Supermarket Type1,1922.8304
15,Low Fat,0.058346234,Snack Foods,44.0744,OUT013,29,High,Tier 3,Supermarket Type1,633.8416
6.195,Low Fat,0.072097449,Snack Foods,119.3098,OUT049,17,Medium,Tier 1,Supermarket Type1,1205.098
20.2,Regular,0.117543713,Baking Goods,197.311,OUT049,17,Medium,Tier 1,Supermarket Type1,3338.987
20.7,Low Fat,0.048718334,Fruits and Vegetables,38.7506,OUT013,29,High,Tier 3,Supermarket Type1,227.7036
20.25,Low Fat,0.0591756,Household,245.046,OUT018,7,Medium,Tier 3,Supermarket Type2,4680.574
7.655,Low Fat,0.031918284,Canned,117.7492,OUT013,29,High,Tier 3,Supermarket Type1,695.0952
5.92,Regular,0.019308607,Soft Drinks,49.0692,OUT017,9,Medium,Tier 2,Supermarket Type1,1478.076
18.75,Low Fat,0.023974769,Dairy,99.0042,OUT017,9,Medium,Tier 2,Supermarket Type1,694.4294
9.395,Regular,0.100602552,Baking Goods,88.3856,OUT045,14,Medium,Tier 2,Supermarket Type1,703.0848
13.35,Low Fat,0.091189915,Snack Foods,149.3708,OUT035,12,Small,Tier 2,Supermarket Type1,4514.124
19.2,Low Fat,0.129731747,Household,196.211,OUT010,18,Medium,Tier 3,Grocery Store,589.233
19,Regular,0.103363904,Fruits and Vegetables,226.172,OUT013,29,High,Tier 3,Supermarket Type1,3169.208
14.15,Low Fat,0.020714523,Fruits and Vegetables,124.2046,OUT046,19,Small,Tier 1,Supermarket Type1,2490.092
20.85,Regular,0.062212713,Baking Goods,88.1514,OUT035,12,Small,Tier 2,Supermarket Type1,1151.1682
8.63,Low Fat,0.031271134,Snack Foods,186.0582,OUT017,9,Medium,Tier 2,Supermarket Type1,3900.9222
16.7,Low Fat,0.026729068,Household,248.4776,OUT018,7,Medium,Tier 3,Supermarket Type2,6439.6176
7.895,Regular,0.094567181,Breakfast,104.5332,OUT046,19,Small,Tier 1,Supermarket Type1,1845.5976
7.72,Low Fat,0.05193741,Fruits and Vegetables,77.9986,OUT013,29,High,Tier 3,Supermarket Type1,934.7832
5.615,Low Fat,0.126480422,Health and Hygiene,121.573,OUT017,9,Medium,Tier 2,Supermarket Type1,3202.498
7.05,Regular,0.055644887,Breads,224.9088,OUT049,17,Medium,Tier 1,Supermarket Type1,2684.5056
14.35,Low Fat,0.028519419,Health and Hygiene,109.2228,OUT010,18,Medium,Tier 3,Grocery Store,221.0456
8.52,Low Fat,0.027101431,Soft Drinks,151.7682,OUT049,17,Medium,Tier 1,Supermarket Type1,2439.4912
7.645,Regular,0.067083367,Snack Foods,44.0112,OUT017,9,Medium,Tier 2,Supermarket Type1,596.5568
12.1,Low Fat,0.020652362,Snack Foods,149.5734,OUT018,7,Medium,Tier 3,Supermarket Type2,2227.101
14.8,Low Fat,0.081042136,Meat,192.4846,OUT046,19,Small,Tier 1,Supermarket Type1,5159.2842
20.75,Low Fat,0.021336565,Soft Drinks,153.6024,OUT018,7,Medium,Tier 3,Supermarket Type2,1366.2216
10.8,Low Fat,0.029001987,Snack Foods,238.6222,OUT045,14,Medium,Tier 2,Supermarket Type1,8604.7992
18.35,Low Fat,0.069745165,Hard Drinks,190.2872,OUT010,18,Medium,Tier 3,Grocery Store,378.1744
13.5,Regular,0.068148886,Dairy,58.6562,OUT018,7,Medium,Tier 3,Supermarket Type2,711.0744
20.5,Low Fat,0.144094079,Household,34.819,OUT017,9,Medium,Tier 2,Supermarket Type1,1061.951
12.35,Regular,0.186616421,Baking Goods,78.6328,OUT018,7,Medium,Tier 3,Supermarket Type2,1004.0264
8.895,Low Fat,0.105323859,Dairy,39.1138,OUT045,14,Medium,Tier 2,Supermarket Type1,609.207
16.7,Low Fat,0.022110425,Dairy,110.8886,OUT045,14,Medium,Tier 2,Supermarket Type1,3558.0352
16.2,Low Fat,0.019374768,Soft Drinks,155.8972,OUT035,12,Small,Tier 2,Supermarket Type1,2025.3636
7.26,Low Fat,0.014482278,Meat,118.115,OUT018,7,Medium,Tier 3,Supermarket Type2,1864.24
6.65,Low Fat,0.087805788,Fruits and Vegetables,126.7678,OUT049,17,Medium,Tier 1,Supermarket Type1,1907.517
13.35,Low Fat,0.048027043,Breads,218.9166,OUT046,19,Small,Tier 1,Supermarket Type1,5660.6316
17.35,Low Fat,0.055908268,Baking Goods,99.8016,OUT035,12,Small,Tier 2,Supermarket Type1,607.2096
5.46,Regular,0.032359413,Canned,187.424,OUT017,9,Medium,Tier 2,Supermarket Type1,3169.208
18.25,Low Fat,0.088807455,Frozen Foods,197.3452,OUT035,12,Small,Tier 2,Supermarket Type1,2740.4328
8.185,Low Fat,0.046556408,Fruits and Vegetables,47.7692,OUT049,17,Medium,Tier 1,Supermarket Type1,640.4996
7.5,Low Fat,0.050750977,Canned,122.2072,OUT046,19,Small,Tier 1,Supermarket Type1,1960.1152
12.65,Low Fat,0.035404052,Baking Goods,230.601,OUT035,12,Small,Tier 2,Supermarket Type1,2067.309
14.3,Low Fat,0.130390458,Baking Goods,77.2328,OUT035,12,Small,Tier 2,Supermarket Type1,231.6984
17.85,Low Fat,0.074422769,Snack Foods,128.002,OUT010,18,Medium,Tier 3,Grocery Store,253.004
6.425,Low Fat,0.105742544,Breakfast,130.5626,OUT010,18,Medium,Tier 3,Grocery Store,131.1626
6.825,Regular,0.046729336,Canned,153.4998,OUT045,14,Medium,Tier 2,Supermarket Type1,2153.1972
20.25,Low Fat,0.058886477,Household,245.546,OUT013,29,High,Tier 3,Supermarket Type1,1724.422
19.2,Low Fat,0.18293775,Others,243.0196,OUT049,17,Medium,Tier 1,Supermarket Type1,3615.294
17.7,Low Fat,0.020993364,Household,166.8474,OUT010,18,Medium,Tier 3,Grocery Store,168.4474
9.695,Regular,0.029223424,Canned,175.437,OUT045,14,Medium,Tier 2,Supermarket Type1,2999.429
7.75,Low Fat,0.043326511,Baking Goods,95.6436,OUT045,14,Medium,Tier 2,Supermarket Type1,1134.5232
19.75,Regular,0.018051091,Frozen Foods,179.866,OUT049,17,Medium,Tier 1,Supermarket Type1,2696.49
5.325,Regular,0.23212188,Dairy,55.5298,OUT010,18,Medium,Tier 3,Grocery Store,53.9298
6.71,Regular,0.029727657,Baking Goods,66.6142,OUT017,9,Medium,Tier 2,Supermarket Type1,1120.5414
14.35,Low Fat,0.080527065,Baking Goods,79.296,OUT013,29,High,Tier 3,Supermarket Type1,719.064
15.2,Low Fat,0,Health and Hygiene,47.8034,OUT049,17,Medium,Tier 1,Supermarket Type1,437.4306
5.82,Regular,0,Fruits and Vegetables,256.633,OUT049,17,Medium,Tier 1,Supermarket Type1,2050.664
5.59,Regular,0.056833394,Snack Foods,61.9168,OUT018,7,Medium,Tier 3,Supermarket Type2,1214.4192
18.5,Regular,0.062256921,Frozen Foods,148.0418,OUT046,19,Small,Tier 1,Supermarket Type1,2059.9852
14,Regular,0.060427062,Frozen Foods,153.5656,OUT046,19,Small,Tier 1,Supermarket Type1,3089.312
7.605,Low Fat,0.216323008,Fruits and Vegetables,165.021,OUT010,18,Medium,Tier 3,Grocery Store,815.605
9.6,Low Fat,0.085125951,Baking Goods,107.128,OUT045,14,Medium,Tier 2,Supermarket Type1,1278.336
17.7,Regular,0.122565413,Meat,103.8674,OUT017,9,Medium,Tier 2,Supermarket Type1,1528.011
15.7,Low Fat,0,Hard Drinks,43.377,OUT010,18,Medium,Tier 3,Grocery Store,129.831
13.65,Low Fat,0.077670981,Health and Hygiene,55.093,OUT017,9,Medium,Tier 2,Supermarket Type1,1301.639
14.6,Regular,0.043201813,Fruits and Vegetables,110.1254,OUT017,9,Medium,Tier 2,Supermarket Type1,1844.9318
15.6,Low Fat,0.088215871,Snack Foods,220.1798,OUT017,9,Medium,Tier 2,Supermarket Type1,5068.7354
20.25,Low Fat,0.036295834,Dairy,217.5482,OUT013,29,High,Tier 3,Supermarket Type1,1095.241
8.02,Low Fat,0.186528819,Snack Foods,151.9998,OUT010,18,Medium,Tier 3,Grocery Store,307.5996
18.35,Low Fat,0.099026525,Fruits and Vegetables,93.8462,OUT013,29,High,Tier 3,Supermarket Type1,1295.6468
16.6,Low Fat,0,Canned,118.8124,OUT046,19,Small,Tier 1,Supermarket Type1,2607.2728
10,Regular,0.063162608,Frozen Foods,228.6668,OUT035,12,Small,Tier 2,Supermarket Type1,3455.502
16.1,Regular,0.063429818,Dairy,179.4318,OUT049,17,Medium,Tier 1,Supermarket Type1,2345.6134
13,Regular,0.139785104,Canned,196.2426,OUT010,18,Medium,Tier 3,Grocery Store,197.7426
16.1,Regular,0.04807227,Frozen Foods,126.5362,OUT017,9,Medium,Tier 2,Supermarket Type1,1761.7068
19,Low Fat,0.112097433,Frozen Foods,105.5622,OUT049,17,Medium,Tier 1,Supermarket Type1,1905.5196
17.6,Low Fat,0.010037996,Snack Foods,163.5552,OUT035,12,Small,Tier 2,Supermarket Type1,3086.6488
6.32,Low Fat,0.012789884,Meat,39.1822,OUT017,9,Medium,Tier 2,Supermarket Type1,1060.6194
9.3,Regular,0.033431669,Meat,153.1314,OUT035,12,Small,Tier 2,Supermarket Type1,4653.942
11.1,Regular,0.03623131,Frozen Foods,175.0712,OUT017,9,Medium,Tier 2,Supermarket Type1,3339.6528
6.15,Low Fat,0.046232445,Baking Goods,99.4384,OUT013,29,High,Tier 3,Supermarket Type1,1379.5376
20.85,Low Fat,0.097618234,Starchy Foods,223.9746,OUT046,19,Small,Tier 1,Supermarket Type1,897.4984
17.1,Regular,0.046808553,Canned,141.4838,OUT046,19,Small,Tier 1,Supermarket Type1,1404.838
13.15,Regular,0.03810738,Snack Foods,86.3856,OUT018,7,Medium,Tier 3,Supermarket Type2,615.1992
16.5,Regular,0.093846532,Baking Goods,95.7068,OUT035,12,Small,Tier 2,Supermarket Type1,1069.2748
11.65,Low Fat,0.040744057,Fruits and Vegetables,185.924,OUT017,9,Medium,Tier 2,Supermarket Type1,4101.328
13.15,Low Fat,0.022831052,Fruits and Vegetables,160.292,OUT049,17,Medium,Tier 1,Supermarket Type1,4793.76
19.35,Regular,0.076878416,Snack Foods,113.9518,OUT049,17,Medium,Tier 1,Supermarket Type1,1138.518
19.35,Regular,0.021501067,Fruits and Vegetables,122.2098,OUT045,14,Medium,Tier 2,Supermarket Type1,2771.7254
16.5,Regular,0.07964724,Fruits and Vegetables,101.4332,OUT013,29,High,Tier 3,Supermarket Type1,1948.1308
21.35,Low Fat,0.068809463,Canned,258.5278,OUT035,12,Small,Tier 2,Supermarket Type1,5206.556
16,Regular,0.115570552,Fruits and Vegetables,57.5246,OUT035,12,Small,Tier 2,Supermarket Type1,173.7738
20.5,Low Fat,0.143164371,Household,34.919,OUT013,29,High,Tier 3,Supermarket Type1,73.238
19.75,Regular,0.018008071,Frozen Foods,180.466,OUT013,29,High,Tier 3,Supermarket Type1,3415.554
17.6,Low Fat,0.015775777,Household,179.1976,OUT017,9,Medium,Tier 2,Supermarket Type1,3803.0496
4.615,Regular,0.102407778,Canned,234.33,OUT017,9,Medium,Tier 2,Supermarket Type1,3961.51
5.88,Low Fat,0.003606726,Hard Drinks,154.1998,OUT018,7,Medium,Tier 3,Supermarket Type2,1384.1982
11.8,Regular,0.093801337,Snack Foods,126.0704,OUT049,17,Medium,Tier 1,Supermarket Type1,1251.704
17.35,Low Fat,0,Baking Goods,101.9016,OUT013,29,High,Tier 3,Supermarket Type1,1821.6288
12.35,Regular,0.033760862,Meat,196.9426,OUT046,19,Small,Tier 1,Supermarket Type1,5141.3076
9,Low Fat,0.082177842,Frozen Foods,214.1534,OUT045,14,Medium,Tier 2,Supermarket Type1,1720.4272
6.235,Low Fat,0.118858866,Household,263.291,OUT049,17,Medium,Tier 1,Supermarket Type1,3418.883
9.6,Low Fat,0,Snack Foods,244.817,OUT035,12,Small,Tier 2,Supermarket Type1,4374.306
16.75,Low Fat,0.105448901,Snack Foods,156.163,OUT017,9,Medium,Tier 2,Supermarket Type1,782.315
17.1,Regular,0.046881328,Canned,141.3838,OUT049,17,Medium,Tier 1,Supermarket Type1,1685.8056
6.825,Regular,0.078057026,Canned,154.5998,OUT010,18,Medium,Tier 3,Grocery Store,153.7998
6.78,Regular,0.140955857,Baking Goods,92.212,OUT017,9,Medium,Tier 2,Supermarket Type1,4101.328
16,Regular,0.107186944,Baking Goods,181.9634,OUT018,7,Medium,Tier 3,Supermarket Type2,3453.5046
15,Low Fat,0.153960209,Starchy Foods,105.9938,OUT035,12,Small,Tier 2,Supermarket Type1,1179.1318
7.39,Low Fat,0.093160853,Household,251.3066,OUT018,7,Medium,Tier 3,Supermarket Type2,1004.0264
17.6,Low Fat,0.05629192,Frozen Foods,42.5454,OUT046,19,Small,Tier 1,Supermarket Type1,419.454
12.65,Regular,0.15604396,Fruits and Vegetables,239.6538,OUT046,19,Small,Tier 1,Supermarket Type1,3845.6608
17.85,Low Fat,0.044463491,Snack Foods,127.102,OUT046,19,Small,Tier 1,Supermarket Type1,2024.032
11.15,Regular,0.00827301,Dairy,150.4708,OUT013,29,High,Tier 3,Supermarket Type1,1956.1204
15.7,Low Fat,0.030697825,Hard Drinks,42.877,OUT035,12,Small,Tier 2,Supermarket Type1,1168.479
14.65,Low Fat,0,Others,56.4614,OUT010,18,Medium,Tier 3,Grocery Store,55.2614
18.25,Low Fat,0.012300013,Fruits and Vegetables,160.4894,OUT045,14,Medium,Tier 2,Supermarket Type1,3073.9986
20.7,Regular,0,Baking Goods,98.7042,OUT017,9,Medium,Tier 2,Supermarket Type1,1884.8798
15.85,Low Fat,0.057313443,Snack Foods,53.3956,OUT046,19,Small,Tier 1,Supermarket Type1,1364.89
6.575,Regular,0.075625152,Breads,145.7444,OUT049,17,Medium,Tier 1,Supermarket Type1,3193.1768
17.75,Low Fat,0.030568919,Others,177.866,OUT045,14,Medium,Tier 2,Supermarket Type1,2336.958
16.7,Regular,0.120137953,Fruits and Vegetables,181.2976,OUT017,9,Medium,Tier 2,Supermarket Type1,3078.6592
10.85,Low Fat,0.028679894,Household,115.1808,OUT046,19,Small,Tier 1,Supermarket Type1,2109.2544
10,Low Fat,0.099804623,Snack Foods,113.7544,OUT049,17,Medium,Tier 1,Supermarket Type1,3243.7776
13.65,Regular,0.044526443,Meat,37.9532,OUT010,18,Medium,Tier 3,Grocery Store,71.9064
19,Regular,0.162882227,Frozen Foods,46.8718,OUT010,18,Medium,Tier 3,Grocery Store,189.0872
9.6,Regular,0.022404493,Breads,102.499,OUT017,9,Medium,Tier 2,Supermarket Type1,2579.975
12,Low Fat,0.075975642,Baking Goods,124.1388,OUT017,9,Medium,Tier 2,Supermarket Type1,1486.0656
5.925,Regular,0.09644909,Dairy,43.8086,OUT035,12,Small,Tier 2,Supermarket Type1,312.2602
13,Low Fat,0.041816615,Household,254.5014,OUT035,12,Small,Tier 2,Supermarket Type1,4845.0266
8.18,Regular,0.082867689,Frozen Foods,58.5588,OUT017,9,Medium,Tier 2,Supermarket Type1,171.7764
12.8,Low Fat,0.076214289,Fruits and Vegetables,96.541,OUT045,14,Medium,Tier 2,Supermarket Type1,1834.279
19.2,Low Fat,0.124301968,Canned,89.7488,OUT045,14,Medium,Tier 2,Supermarket Type1,2082.6224
14.5,Regular,0.097201128,Snack Foods,159.4262,OUT046,19,Small,Tier 1,Supermarket Type1,2705.1454
5.19,Low Fat,0.042861968,Frozen Foods,196.811,OUT017,9,Medium,Tier 2,Supermarket Type1,3731.809
13.3,Regular,0.0713931,Fruits and Vegetables,61.0536,OUT013,29,High,Tier 3,Supermarket Type1,1592.5936
19.6,Low Fat,0.041256807,Household,88.8514,OUT013,29,High,Tier 3,Supermarket Type1,2125.2336
17.75,Low Fat,0.034746076,Dairy,248.275,OUT035,12,Small,Tier 2,Supermarket Type1,998.7
12.35,Low Fat,0.093441604,Snack Foods,119.1124,OUT049,17,Medium,Tier 1,Supermarket Type1,3673.8844
14.35,Low Fat,0.017024598,Health and Hygiene,109.8228,OUT013,29,High,Tier 3,Supermarket Type1,2099.9332
6.365,Low Fat,0.007363189,Frozen Foods,63.2536,OUT045,14,Medium,Tier 2,Supermarket Type1,1225.072
14.75,Low Fat,0.032862976,Health and Hygiene,238.6906,OUT013,29,High,Tier 3,Supermarket Type1,4278.4308
12.15,Low Fat,0.015484763,Frozen Foods,211.9928,OUT049,17,Medium,Tier 1,Supermarket Type1,631.1784
6.59,Low Fat,0.026163192,Household,121.5098,OUT013,29,High,Tier 3,Supermarket Type1,602.549
12.6,Regular,0.073920438,Dairy,255.6356,OUT046,19,Small,Tier 1,Supermarket Type1,2797.6916
7.325,Low Fat,0.093307668,Fruits and Vegetables,92.7146,OUT013,29,High,Tier 3,Supermarket Type1,2006.7212
15.1,Regular,0.019965179,Frozen Foods,130.531,OUT049,17,Medium,Tier 1,Supermarket Type1,908.817
8.51,Regular,0.078339081,Snack Foods,172.9422,OUT013,29,High,Tier 3,Supermarket Type1,1379.5376
20.35,Regular,0.031102571,Dairy,257.2672,OUT017,9,Medium,Tier 2,Supermarket Type1,2045.3376
17.85,Low Fat,0.018097419,Health and Hygiene,96.9094,OUT018,7,Medium,Tier 3,Supermarket Type2,1332.9316
18.25,Low Fat,0.078041216,Snack Foods,258.4962,OUT018,7,Medium,Tier 3,Supermarket Type2,2848.9582
17.6,Low Fat,0.08226356,Health and Hygiene,160.492,OUT013,29,High,Tier 3,Supermarket Type1,1278.336
10.895,Low Fat,0.026880159,Frozen Foods,106.428,OUT046,19,Small,Tier 1,Supermarket Type1,1491.392
11.85,Low Fat,0.222063351,Dairy,99.6726,OUT010,18,Medium,Tier 3,Grocery Store,195.7452
14.1,Low Fat,0.126292985,Fruits and Vegetables,88.6198,OUT018,7,Medium,Tier 3,Supermarket Type2,1133.8574
15.15,Regular,0.012260981,Snack Foods,131.7284,OUT035,12,Small,Tier 2,Supermarket Type1,1186.4556
17.25,Low Fat,0.05869048,Dairy,91.612,OUT010,18,Medium,Tier 3,Grocery Store,93.212
17.6,Low Fat,0.018982338,Health and Hygiene,237.059,OUT018,7,Medium,Tier 3,Supermarket Type2,2836.308
14.6,Low Fat,0.059405152,Household,179.6976,OUT046,19,Small,Tier 1,Supermarket Type1,3621.952
10.1,Low Fat,0.027059264,Meat,76.467,OUT035,12,Small,Tier 2,Supermarket Type1,1761.041
10.5,Low Fat,0.071244438,Frozen Foods,119.2098,OUT035,12,Small,Tier 2,Supermarket Type1,1325.6078
12.6,Low Fat,0.007455054,Household,186.9556,OUT035,12,Small,Tier 2,Supermarket Type1,3942.8676
18.7,Low Fat,0.046088273,Health and Hygiene,153.6682,OUT046,19,Small,Tier 1,Supermarket Type1,3506.7686
5.985,Low Fat,0.096185556,Frozen Foods,127.1678,OUT018,7,Medium,Tier 3,Supermarket Type2,3560.6984
12.1,Low Fat,0.11487406,Baking Goods,221.4114,OUT046,19,Small,Tier 1,Supermarket Type1,5099.3622
13,Regular,0.083643716,Canned,196.0426,OUT049,17,Medium,Tier 1,Supermarket Type1,2570.6538
19.2,Regular,0.022965292,Fruits and Vegetables,181.695,OUT045,14,Medium,Tier 2,Supermarket Type1,2563.33
5.78,Low Fat,0.014584584,Soft Drinks,146.3102,OUT045,14,Medium,Tier 2,Supermarket Type1,2187.153
7.17,Regular,0.059716729,Fruits and Vegetables,130.9968,OUT035,12,Small,Tier 2,Supermarket Type1,2348.9424
20.85,Regular,0.062224479,Baking Goods,88.1514,OUT046,19,Small,Tier 1,Supermarket Type1,1682.4766
18.75,Low Fat,0.034360687,Household,215.7218,OUT049,17,Medium,Tier 1,Supermarket Type1,4274.436
7.5,Low Fat,0.050708743,Canned,123.4072,OUT013,29,High,Tier 3,Supermarket Type1,3185.1872
10.395,Regular,0.036957777,Meat,230.5352,OUT045,14,Medium,Tier 2,Supermarket Type1,4580.704
12.8,Regular,0.023530953,Meat,223.5404,OUT046,19,Small,Tier 1,Supermarket Type1,1800.3232
11.65,Regular,0.058681957,Baking Goods,170.4422,OUT013,29,High,Tier 3,Supermarket Type1,517.3266
20.2,Low Fat,0.064728148,Snack Foods,258.0646,OUT017,9,Medium,Tier 2,Supermarket Type1,5668.6212
11.35,Regular,0,Snack Foods,103.0016,OUT035,12,Small,Tier 2,Supermarket Type1,2125.2336
8.71,Regular,0.120773451,Canned,186.5924,OUT010,18,Medium,Tier 3,Grocery Store,555.2772
8.31,Regular,0.115911972,Snack Foods,177.3028,OUT045,14,Medium,Tier 2,Supermarket Type1,1948.1308
19,Regular,0.10985775,Fruits and Vegetables,188.8214,OUT010,18,Medium,Tier 3,Grocery Store,188.4214
7.5,Low Fat,0.050853901,Canned,121.7072,OUT045,14,Medium,Tier 2,Supermarket Type1,367.5216
6.525,Low Fat,0.090295708,Household,84.6882,OUT046,19,Small,Tier 1,Supermarket Type1,601.2174
6.985,Regular,0.137580452,Meat,182.8608,OUT049,17,Medium,Tier 1,Supermarket Type1,4042.7376
11.3,Low Fat,0.066816565,Household,192.2478,OUT045,14,Medium,Tier 2,Supermarket Type1,1356.2346
6.115,Regular,0.01179078,Soft Drinks,189.053,OUT010,18,Medium,Tier 3,Grocery Store,948.765
9.5,Regular,0.036921781,Meat,194.2452,OUT010,18,Medium,Tier 3,Grocery Store,782.9808
15.7,Low Fat,0.122742389,Canned,134.2942,OUT045,14,Medium,Tier 2,Supermarket Type1,1192.4478
16,Low Fat,0.089971292,Dairy,143.2154,OUT046,19,Small,Tier 1,Supermarket Type1,1701.7848
13.1,Regular,0.099186992,Frozen Foods,198.7768,OUT018,7,Medium,Tier 3,Supermarket Type2,3153.2288
16.85,Low Fat,0.036596012,Snack Foods,90.6488,OUT017,9,Medium,Tier 2,Supermarket Type1,633.8416
14.85,Regular,0.016635488,Snack Foods,157.563,OUT010,18,Medium,Tier 3,Grocery Store,312.926
18.2,Low Fat,0.090084098,Fruits and Vegetables,197.211,OUT045,14,Medium,Tier 2,Supermarket Type1,3142.576
11,Low Fat,0.008960445,Meat,119.1756,OUT049,17,Medium,Tier 1,Supermarket Type1,1696.4584
21.1,Regular,0.162418495,Fruits and Vegetables,64.9168,OUT017,9,Medium,Tier 2,Supermarket Type1,639.168
15.2,Low Fat,0.056237906,Household,110.7912,OUT010,18,Medium,Tier 3,Grocery Store,109.1912
9.06,Low Fat,0.009791467,Others,213.256,OUT049,17,Medium,Tier 1,Supermarket Type1,4687.232
11.5,Low Fat,0.072820885,Fruits and Vegetables,191.253,OUT013,29,High,Tier 3,Supermarket Type1,3036.048
11.15,Low Fat,0.073354286,Others,66.8142,OUT035,12,Small,Tier 2,Supermarket Type1,2372.9112
13.5,Regular,0.068010049,Dairy,57.2562,OUT045,14,Medium,Tier 2,Supermarket Type1,770.3306
15.1,Regular,0.087406863,Fruits and Vegetables,221.8456,OUT046,19,Small,Tier 1,Supermarket Type1,663.1368
8.3,Regular,0.030198228,Baking Goods,98.2384,OUT049,17,Medium,Tier 1,Supermarket Type1,2167.8448
14.15,Regular,0.024442501,Fruits and Vegetables,196.411,OUT049,17,Medium,Tier 1,Supermarket Type1,2749.754
8.365,Regular,0.039844429,Fruits and Vegetables,190.1188,OUT046,19,Small,Tier 1,Supermarket Type1,1904.188
11.85,Regular,0.055805027,Baking Goods,53.0666,OUT049,17,Medium,Tier 1,Supermarket Type1,512.666
19.6,Low Fat,0.047888606,Health and Hygiene,42.277,OUT035,12,Small,Tier 2,Supermarket Type1,605.878
19,Regular,0.065735977,Fruits and Vegetables,189.6214,OUT049,17,Medium,Tier 1,Supermarket Type1,2826.321
18.25,Low Fat,0.076089711,Snack Foods,212.9218,OUT049,17,Medium,Tier 1,Supermarket Type1,3846.9924
19.85,Regular,0.020908608,Snack Foods,63.5194,OUT049,17,Medium,Tier 1,Supermarket Type1,557.2746
12.85,Low Fat,0.030678825,Starchy Foods,251.704,OUT045,14,Medium,Tier 2,Supermarket Type1,3542.056
19.6,Low Fat,0.039738393,Snack Foods,163.7526,OUT018,7,Medium,Tier 3,Supermarket Type2,2960.1468
15.7,Regular,0.01903743,Fruits and Vegetables,60.5536,OUT017,9,Medium,Tier 2,Supermarket Type1,490.0288
13.3,Low Fat,0.06356617,Frozen Foods,151.3708,OUT046,19,Small,Tier 1,Supermarket Type1,3611.2992
10.395,Low Fat,0.112553853,Snack Foods,59.022,OUT018,7,Medium,Tier 3,Supermarket Type2,1378.206
10.5,Regular,0.013493914,Snack Foods,143.7154,OUT035,12,Small,Tier 2,Supermarket Type1,3119.9388
19.35,Low Fat,0.118102769,Snack Foods,224.8088,OUT046,19,Small,Tier 1,Supermarket Type1,2013.3792
14.1,Low Fat,0.06682033,Snack Foods,198.9084,OUT013,29,High,Tier 3,Supermarket Type1,4761.8016
8.6,Regular,0.040205535,Canned,188.753,OUT046,19,Small,Tier 1,Supermarket Type1,7590.12
17.1,Low Fat,0.038816115,Household,166.4842,OUT045,14,Medium,Tier 2,Supermarket Type1,1326.2736
20.5,Low Fat,0.032819637,Household,38.9822,OUT049,17,Medium,Tier 1,Supermarket Type1,982.055
15.1,Regular,0.096249842,Meat,134.4942,OUT049,17,Medium,Tier 1,Supermarket Type1,2119.9072
